model,split,threshold_mode,threshold,precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,false_alerts,missed_anomalies,alert_count,alert_rate,precision_at_50,recall_at_50,anomalies_found_at_50,precision_at_100,recall_at_100,anomalies_found_at_100,precision_at_200,recall_at_200,anomalies_found_at_200
Random Forest,val,precision_floor_70,0.2544014417875385,0.7037037037037037,0.3202247191011236,0.44015444015444016,0.4602865755224357,0.8558109952278371,9255,24,121,57,24,121,81,0.00856508406471397,0.92,0.25842696629213485,46,0.62,0.34831460674157305,62,0.405,0.4550561797752809,81
Random Forest,test,precision_floor_70,0.2544014417875385,0.7532467532467533,0.32954545454545453,0.45849802371541504,0.5086575053682642,0.8788160369042722,9263,19,118,58,19,118,77,0.00814125607950941,0.96,0.2727272727272727,48,0.67,0.3806818181818182,67,0.415,0.4715909090909091,83
Extra Trees,val,balanced_f1,0.3091157170319121,0.532258064516129,0.3707865168539326,0.4370860927152318,0.3938765078730856,0.8402530299782885,9221,58,112,66,58,112,124,0.013111980543512742,0.74,0.20786516853932585,37,0.58,0.3258426966292135,58,0.38,0.42696629213483145,76
Extra Trees,test,balanced_f1,0.3091157170319121,0.6176470588235294,0.35795454545454547,0.45323741007194246,0.46108518977328433,0.8481013471822296,9243,39,113,63,39,113,102,0.010784521040389088,0.9,0.2556818181818182,45,0.63,0.35795454545454547,63,0.415,0.4715909090909091,83
Extra Trees,val,precision_floor_60,0.34921382439699267,0.6067415730337079,0.30337078651685395,0.4044943820224719,0.3938765078730856,0.8402530299782885,9244,35,124,54,35,124,89,0.009411018293327694,0.74,0.20786516853932585,37,0.58,0.3258426966292135,58,0.38,0.42696629213483145,76
Extra Trees,test,precision_floor_60,0.34921382439699267,0.75,0.32386363636363635,0.4523809523809524,0.46108518977328433,0.8481013471822296,9263,19,119,57,19,119,76,0.008035525481074222,0.9,0.2556818181818182,45,0.63,0.35795454545454547,63,0.415,0.4715909090909091,83
Extra Trees,val,precision_floor_65,0.4022446423906219,0.65625,0.23595505617977527,0.34710743801652894,0.3938765078730856,0.8402530299782885,9257,22,136,42,22,136,64,0.006767473828909802,0.74,0.20786516853932585,37,0.58,0.3258426966292135,58,0.38,0.42696629213483145,76
Extra Trees,test,precision_floor_65,0.4022446423906219,0.8412698412698413,0.30113636363636365,0.4435146443514644,0.46108518977328433,0.8481013471822296,9272,10,123,53,10,123,63,0.00666102770141679,0.9,0.2556818181818182,45,0.63,0.35795454545454547,63,0.415,0.4715909090909091,83
Extra Trees,val,precision_floor_70,0.42831560811574304,0.7321428571428571,0.2303370786516854,0.3504273504273504,0.3938765078730856,0.8402530299782885,9264,15,137,41,15,137,56,0.005921539600296077,0.74,0.20786516853932585,37,0.58,0.3258426966292135,58,0.38,0.42696629213483145,76
Extra Trees,test,precision_floor_70,0.42831560811574304,0.8524590163934426,0.29545454545454547,0.4388185654008439,0.46108518977328433,0.8481013471822296,9273,9,124,52,9,124,61,0.006449566504546415,0.9,0.2556818181818182,45,0.63,0.35795454545454547,63,0.415,0.4715909090909091,83
